9	232	282	357	1
10	374	285	270	1
11	335	285	248	1
12	305	281	190	1
13	351	281	47	1
14	321	282	-59	1
15	293	302	-374	1
16	182	283	-365	1
17	42	290	-352	1
18	-94	294	-371	1
19	-249	281	-331	1
20	-94	282	-103	1
21	-274	282	-238	1
22	-260	283	-142	1
23	-285	265	-31	1
24	-289	265	-15	1
25	-212	281	60	1
26	-161	282	52	1
27	-255	283	218	1
28	-15	283	77	1
29	33	283	7	1
30	-243	284	265	1
31	-237	290	357	1
32	-162	290	414	1
33	-99	290	396	1
35	280	300	206	2
36	100	292	252	2
37	270	302	364	2
38	230	296	255	2
39	-46	293	332	2
40	-58	291	361	2
42	-169	291	370	2
43	-242	298	135	2
44	-39	299	-52	2
45	5	290	96	2
46	139	296	-263	2
47	173	296	-340	2
48	315	293	-383	2
49	296	293	-332	2
50	284	292	-82	2
52	176	293	-208	2
53	-375	310	-31	2
54	-338	310	-59	2
55	-428	310	-143	2
56	371	150	350	3
57	376	149	331	3
58	-141	111	130	3
60	148	147	396	3
61	-409	115	192	3
62	-141	140	344	3
63	-233	140	418	3
64	276	135	166	3
65	-192	111	77	3
66	167	110	-169	3
67	132	113	169	3
68	182	111	-132	3
69	-67	116	-136	3
70	-54	113	-47	3
71	-87	111	-404	3
72	-132	110	-409	3
73	-148	111	-408	3
74	-345	117	-241	3
75	-320	116	-213	3
76	-337	116	-222	3
77	350	300	241	7
78	203	301	-5	7
80	-161	298	279	7
81	-186	298	294	7
1747	-361	301	-133	1
1748	83	283	192	1
1749	106	282	-64	1
1818	-61	282	-137	1
1819	-92	283	227	1
1820	-337	283	206	1
1821	150	282	-10	1
1822	83	292	250	2
1823	1	292	282	2
1824	-343	292	165	2
1825	-340	295	165	2
1826	-165	291	319	2
1827	-13	292	90	2
1828	355	289	-25	2
1829	176	295	-411	2
1830	-47	304	-334	2
1831	-79	305	-327	2
1850	-59	301	264	7
1851	171	147	400	3
1852	214	153	393	3
1853	-131	140	330	3
1854	-418	140	395	3
1855	-409	141	382	3
1856	-338	113	121	3
1857	-288	110	95	3
1858	-34	110	-166	3
1859	131	110	-152	3
1860	-110	117	-205	3
1861	-226	110	-380	3
1862	-242	110	-406	3
1863	-239	110	-379	3
1864	-224	110	137	3
2422	429	109	65	3
2424	-240	129	457	3
2425	-173	128	426	3
2426	-269	133	329	3
2427	-449	141	459	3
2428	-445	121	182	3
2429	-119	111	69	3
2430	138	118	233	3
2432	-138	131	-33	3
2433	325	109	-195	3
2434	-140	110	-259	3
2435	262	292	-210	2
2610	354	300	157	2
2611	-267	301	30	2
2612	18	305	-54	2
2613	123	301	-451	2
3208	-251	300	69	2
3209	205	296	167	2
3210	95	294	-76	2
3211	-192	291	-177	2
3245	-50	112	-43	3
3514	-359	285	267	1
3515	-261	283	117	1
3292	232	282	357	1
3293	335	285	248	1
3383	374	285	270	1
1732	351	281	47	1
3295	321	282	-59	1
3874	293	302	-374	1
3873	182	283	-365	1
1706	-94	294	-371	1
1709	-249	281	-331	1
1711	42	290	-352	1
1718	-274	282	-238	1
